series_name,#,Episode,UserRating,UserVotes,series_ep,link,r1,r10,r2,r3,r4,r5,r6,r7,r8,r9,season,season_ep
Brotherhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Retired At 35,1.1,Pilot,6,21,1,/title/tt1763869/,0,0.25,0,0,0,0,0.25,0.25,0,0.25,1,1
Retired At 35,1.2,Hit It and Quit It,6.7,13,2,/title/tt1778655/,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.14285714285714285,0.09523809523809523,1,2
Retired At 35,1.3,Rocket Man,8.4,8,3,/title/tt1781588/,0,0.2,0,0,0,0.1,0.2,0.1,0.3,0.1,1,3
Retired At 35,1.4,David's Room,7,11,4,/title/tt1781589/,0,0.15384615384615385,0.07692307692307693,0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.07692307692307693,1,4
Retired At 35,1.5,The Matchmakers,7.5,11,5,/title/tt1781590/,0,0.375,0,0,0,0,0.125,0.25,0.125,0.125,1,5
Retired At 35,1.6,Stuck in the Meddle,8.1,10,6,/title/tt1781591/,0,0.3,0,0,0,0,0.1,0.3,0.3,0,1,6
Retired At 35,1.7,Gate Gate,7.7,10,7,/title/tt1781592/,0,0.2727272727272727,0,0,0,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.09090909090909091,0,1,7
Retired At 35,1.8,The Tell-Tale Cart,8,8,8,/title/tt1781593/,0,0.375,0,0,0,0,0,0.25,0.125,0.25,1,8
Retired At 35,1.9,Workin' Man,8.8,8,9,/title/tt1835584/,0.09090909090909091,0.2727272727272727,0,0,0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0,0.09090909090909091,1,9
Retired At 35,1.1,Secrets and Lies,8,8,10,/title/tt1835585/,0,0.25,0,0,0,0,0.125,0.375,0.125,0.125,1,10
Retired At 35,2.1,Up North,7.5,6,11,/title/tt1870176/,0,0.3333333333333333,0,0,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,0,2,1
Retired At 35,2.2,The Dates,4.6,5,12,/title/tt2223038/,0,0,0.2,0.2,0,0.2,0.2,0.2,0,0,2,2
Retired At 35,2.3,Poker Face,5.2,5,13,/title/tt2236826/,0.2,0,0,0.2,0,0,0,0.4,0.2,0,2,3
Retired At 35,2.4,The Grifters,6,5,14,/title/tt2274961/,0,0,0,0.2,0.2,0,0.2,0.4,0,0,2,4
Retired At 35,2.5,My Dinner with Alan,6.2,5,15,/title/tt2274967/,0,0,0,0,0.2,0.2,0,0.6,0,0,2,5
Retired At 35,2.6,The Apartment,6.1,7,16,/title/tt2274969/,0,0,0,0,0.2,0.2,0.2,0,0.4,0,2,6
Retired At 35,2.7,The Break-Up,6,5,17,/title/tt2274971/,0,0,0,0,0.2857142857142857,0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0,2,7
Retired At 35,2.8,Knocked Up,4.5,8,18,/title/tt2274973/,0,0,0,0,0.2,0,0.4,0.4,0,0,2,8
Retired At 35,2.9,The Proposal,5.6,5,19,/title/tt2274975/,0.125,0,0,0.375,0.125,0,0,0.25,0.125,0,2,9
Retired At 35,2.1,My Best Friend's Wedding,5.4,5,20,/title/tt2274977/,0,0,0,0.2,0,0.4,0,0.2,0.2,0,2,10
The Bridge,1.1,Episode #1.1,8,604,1,/title/tt1790933/,0.004750593824228029,0.1377672209026128,0.0023752969121140144,0,0.004750593824228029,0.009501187648456057,0.047505938242280284,0.18527315914489312,0.45368171021377673,0.1543942992874109,1,1
The Bridge,1.2,Episode #1.2,8,501,2,/title/tt1829101/,0.0033112582781456954,0.17218543046357615,0.006622516556291391,0.0016556291390728477,0.004966887417218543,0.011589403973509934,0.056291390728476824,0.18211920529801323,0.3890728476821192,0.17218543046357615,1,2
The Bridge,1.3,Episode #1.3,8,455,3,/title/tt1829102/,0.006060606060606061,0.3212121212121212,0.00404040404040404,0.00202020202020202,0.006060606060606061,0.01616161616161616,0.020202020202020204,0.07676767676767676,0.21818181818181817,0.3292929292929293,1,3
The Bridge,1.4,Episode #1.4,8.1,430,4,/title/tt1829103/,0.003992015968063872,0.14171656686626746,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.05389221556886228,0.17165668662674652,0.46506986027944114,0.1497005988023952,1,4
The Bridge,1.5,Episode #1.5,8,421,5,/title/tt1829104/,0.004395604395604396,0.14065934065934066,0.002197802197802198,0,0.004395604395604396,0.01098901098901099,0.03736263736263736,0.2043956043956044,0.45714285714285713,0.13846153846153847,1,5
The Bridge,1.6,Episode #1.6,8,420,6,/title/tt1829105/,0.004640371229698376,0.14849187935034802,0.002320185614849188,0,0.004640371229698376,0.004640371229698376,0.048723897911832945,0.16705336426914152,0.42923433874709976,0.1902552204176334,1,6
The Bridge,1.7,Episode #1.7,8.1,410,7,/title/tt1829106/,0.004761904761904762,0.15476190476190477,0.002380952380952381,0,0.004761904761904762,0.011904761904761904,0.05714285714285714,0.17142857142857143,0.4357142857142857,0.15714285714285714,1,7
The Bridge,1.8,Episode #1.8,8.2,411,8,/title/tt1829107/,0.004878048780487805,0.15609756097560976,0.0024390243902439024,0,0.004878048780487805,0.007317073170731708,0.05365853658536585,0.14878048780487804,0.4609756097560976,0.16097560975609757,1,8
The Bridge,1.9,Episode #1.9,8.7,456,9,/title/tt1829108/,0.004866180048661801,0.17274939172749393,0.0024330900243309003,0,0.0024330900243309003,0.009732360097323601,0.051094890510948905,0.13138686131386862,0.42092457420924573,0.20437956204379562,1,9
