series_name,#,Episode,UserRating,UserVotes,series_ep,link,r1,r10,r2,r3,r4,r5,r6,r7,r8,r9,season,season_ep
CSI New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EndGame,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunny,1.1,The Gang Gets Racist,8.4,"1,833",1,/title/tt0612818/,0.06038487060384871,0.3112143331121433,0.0026542800265428003,0.0013271400132714001,0.007962840079628402,0.0092899800928998,0.031187790311877902,0.08891838088918382,0.21035169210351692,0.27670869276708693,1,1
Sunny,1.2,Charlie Wants an Abortion,8.4,"1,639",2,/title/tt0612819/,0.052062204192021636,0.2630155510480054,0.001352265043948614,0.002028397565922921,0.005409060175794456,0.01555104800540906,0.036511156186612576,0.14334009465855307,0.25693035835023664,0.22379986477349562,1,2
Sunny,1.3,Underage Drinking: A National Concern,8.5,"1,626",3,/title/tt0612820/,0.054844606946983544,0.28153564899451555,0.003656307129798903,0.001218769043266301,0.005484460694698354,0.01340645947592931,0.039000609384521635,0.10725167580743449,0.226691042047532,0.26691042047531993,1,3
Sunny,1.4,Charlie Has Cancer,8.3,"1,477",4,/title/tt0612821/,0.054285714285714284,0.2557142857142857,0.002142857142857143,0.0014285714285714286,0.005,0.011428571428571429,0.045,0.12071428571428572,0.26571428571428574,0.23857142857142857,1,4
Sunny,1.5,Gun Fever,8.2,"1,401",5,/title/tt0612822/,0.05349500713266762,0.231811697574893,0.0021398002853067048,0,0.006419400855920114,0.019971469329529243,0.03851640513552068,0.14693295292439373,0.29029957203994294,0.21041369472182597,1,5
Sunny,1.6,The Gang Finds a Dead Guy,8.3,"1,399",6,/title/tt0612823/,0.04904632152588556,0.2850136239782016,0.0021798365122615805,0.0027247956403269754,0.004904632152588556,0.013623978201634877,0.05068119891008174,0.11553133514986376,0.22615803814713897,0.2501362397820163,1,6
Sunny,1.7,Charlie Got Molested,8.5,"1,506",7,/title/tt0612824/,0.05343980343980344,0.30528255528255527,0.002457002457002457,0.0012285012285012285,0.003071253071253071,0.009828009828009828,0.03194103194103194,0.11547911547911548,0.22665847665847666,0.25061425061425063,1,7
Sunny,2.1,Charlie Gets Crippled,8.5,"1,442",8,/title/tt0786802/,0.06514206514206514,0.31392931392931395,6.93000693000693e-4,0.001386001386001386,0.006237006237006237,0.010395010395010396,0.033264033264033266,0.08177408177408177,0.1995841995841996,0.2875952875952876,2,1
Sunny,2.2,The Gang Goes Jihad,8.5,"1,436",9,/title/tt0789481/,0.0689873417721519,0.41455696202531644,0.0012658227848101266,0.0012658227848101266,0.0037974683544303796,0.00569620253164557,0.018354430379746836,0.07531645569620253,0.1518987341772152,0.2588607594936709,2,2
