series_name,Episode,UserRating,UserVotes,series_ep,link,r1,r10,r2,r3,r4,r5,r6,r7,r8,r9,season,season_ep,NA.
11.22.63,The Rabbit Hole,8.7,"2,519",1,/title/tt4460418/,0.0027755749405233942,0.3176050753370341,0.0031720856463124504,7.930214115781126e-4,0.005154639175257732,0.00753370340999207,0.030531324345757335,0.08207771609833465,0.211340206185567,0.33901665344964316,1,1,NA
11.22.63,The Kill Floor,8.7,"1,931",2,/title/tt4587208/,0.006176652254478073,0.22359481161210623,0.0024706609017912293,0.0030883261272390363,0.012970969734403953,0.014206300185299567,0.04323656578134651,0.15009264978381717,0.3218035824583076,0.22235948116121063,1,2,NA
11.22.63,"Other Voices, Other Rooms",8.2,"1,614",3,/title/tt5426278/,0.0046559751681324365,0.31712364200724263,0.004138644593895499,0.0031039834454216243,0.0046559751681324365,0.010346611484738748,0.027418520434557683,0.08639420589756855,0.21003621314019658,0.3321262286601138,1,3,NA
11.22.63,The Eyes of Texas,8,"1,445",4,/title/tt5432594/,0.008977900552486187,0.212707182320442,0.004143646408839779,0.0055248618784530384,0.006906077348066298,0.025552486187845305,0.0718232044198895,0.18093922651933703,0.3280386740331492,0.15538674033149172,1,4,NA
11.22.63,The Truth,8.3,"1,416",5,/title/tt5432602/,0.009161381254404511,0.2607470049330514,0.005637773079633545,0.004933051444679351,0.01127554615926709,0.015503875968992248,0.059901338971106416,0.11416490486257928,0.26004228329809725,0.25863284002818887,1,5,NA
11.22.63,"Happy Birthday, Lee Harvey Oswald",8.1,"1,292",6,/title/tt5432604/,0.008494208494208495,0.20772200772200772,0.004633204633204633,0.004633204633204633,0.008494208494208495,0.015444015444015444,0.05250965250965251,0.15444015444015444,0.338996138996139,0.20463320463320464,1,6,NA
11.22.63,Soldier Boy,8.2,"1,248",7,/title/tt5432610/,0.005595523581135092,0.2302158273381295,0.006394884092725819,0.003996802557953637,0.009592326139088728,0.02158273381294964,0.05915267785771383,0.1510791366906475,0.3037569944044764,0.20863309352517986,1,7,NA
11.22.63,The Day in Question,9.2,"2,152",8,/title/tt5432614/,0.008352668213457077,0.6153132250580047,0.002320185614849188,0.0032482598607888632,0.004176334106728539,0.0060324825986078886,0.01948955916473318,0.04640371229698376,0.09187935034802784,0.20278422273781901,1,8,NA
Dracula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawthorne,Pilot,7.8,61,1,/title/tt1454774/,0.06666666666666667,0.03333333333333333,0,0,0,0.1,0.13333333333333333,0.3333333333333333,0.2,0.13333333333333333,1,1,NA
Hawthorne,Healing Time,6.8,30,2,/title/tt1454775/,0.03278688524590164,0.22950819672131148,0,0.01639344262295082,0.03278688524590164,0.01639344262295082,0.06557377049180328,0.22950819672131148,0.22950819672131148,0.14754098360655737,1,2,NA
