series_name,#,Episode,UserRating,UserVotes,series_ep,link,r1,r10,r2,r3,r4,r5,r6,r7,r8,r9,season,season_ep
Bedrag,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breakout Kings,1.1,Pilot,7.5,255,1,/title/tt1744023/,0.0196078431372549,0.2,0.011764705882352941,0.023529411764705882,0.00784313725490196,0.03137254901960784,0.10980392156862745,0.2784313725490196,0.20784313725490197,0.10980392156862745,1,1
Breakout Kings,1.2,Collected,7.4,187,2,/title/tt1746771/,0.013605442176870748,0.20408163265306123,0,0.013605442176870748,0.006802721088435374,0.02040816326530612,0.10884353741496598,0.3469387755102041,0.23809523809523808,0.047619047619047616,1,2
Breakout Kings,1.3,The Bag Man,8.3,332,3,/title/tt1746772/,0.00847457627118644,0.1440677966101695,0,0.025423728813559324,0.00847457627118644,0.03389830508474576,0.1016949152542373,0.3644067796610169,0.22033898305084745,0.09322033898305085,1,3
Breakout Kings,1.4,Out of the Mouths of Babes,7.9,160,4,/title/tt1755082/,0.00625,0.24375,0.00625,0.0125,0.0125,0.01875,0.0875,0.23125,0.225,0.15625,1,4
Breakout Kings,1.5,Queen of Hearts,7.5,147,5,/title/tt1779971/,0.007462686567164179,0.19402985074626866,0,0.022388059701492536,0.007462686567164179,0.022388059701492536,0.09701492537313433,0.35074626865671643,0.20149253731343283,0.09701492537313433,1,5
Breakout Kings,1.6,"Like Father, Like Son",7.6,137,6,/title/tt1781107/,0.00819672131147541,0.23770491803278687,0.00819672131147541,0.03278688524590164,0,0.03278688524590164,0.09836065573770492,0.3114754098360656,0.19672131147540983,0.07377049180327869,1,6
Breakout Kings,1.7,Fun with Chemistry,7.6,134,7,/title/tt1781995/,0.014598540145985401,0.21897810218978103,0.0072992700729927005,0.021897810218978103,0.0072992700729927005,0.021897810218978103,0.12408759124087591,0.3357664233576642,0.15328467153284672,0.0948905109489051,1,7
Breakout Kings,1.8,Steaks,7.6,125,8,/title/tt1784823/,0.021021021021021023,0.39039039039039036,0.003003003003003003,0.009009009009009009,0.006006006006006006,0.018018018018018018,0.05105105105105105,0.14114114114114115,0.2132132132132132,0.14714714714714713,1,8
Breakout Kings,1.9,One for the Money,7.5,118,9,/title/tt1790044/,0.016,0.184,0,0.016,0.008,0.016,0.112,0.336,0.216,0.096,1,9
Breakout Kings,1.1,Paid in Full,7.7,121,10,/title/tt1821773/,0,0.18181818181818182,0,0.03305785123966942,0,0.024793388429752067,0.06611570247933884,0.38016528925619836,0.19834710743801653,0.11570247933884298,1,10
Breakout Kings,1.11,Off the Beaten Path,7.7,122,11,/title/tt1854663/,0.026737967914438502,0.16042780748663102,0,0.026737967914438502,0.0053475935828877,0.053475935828877004,0.0962566844919786,0.29411764705882354,0.24598930481283424,0.09090909090909091,1,11
Breakout Kings,1.12,There Are Rules,7.8,117,12,/title/tt1875124/,0.017094017094017096,0.2222222222222222,0.008547008547008548,0.02564102564102564,0,0.02564102564102564,0.07692307692307693,0.29914529914529914,0.20512820512820512,0.11965811965811966,1,12
Breakout Kings,1.13,Where in the World Is Carmen Vega,8.1,124,13,/title/tt1875125/,0.016129032258064516,0.25,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.016129032258064516,0.08870967741935484,0.1935483870967742,0.2661290322580645,0.14516129032258066,1,13
Breakout Kings,2.1,An Unjust Death,8.2,148,14,/title/tt2069189/,0.013513513513513514,0.3108108108108108,0,0.006756756756756757,0,0.013513513513513514,0.060810810810810814,0.18243243243243243,0.25,0.16216216216216217,2,1
Breakout Kings,2.2,Round Two,7.6,112,15,/title/tt2098038/,0.008928571428571428,0.16964285714285715,0,0.017857142857142856,0.008928571428571428,0.044642857142857144,0.08928571428571429,0.30357142857142855,0.2767857142857143,0.08035714285714286,2,2
Breakout Kings,2.3,Double Down,7.9,102,16,/title/tt2111652/,0.0196078431372549,0.23529411764705882,0,0.00980392156862745,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.2647058823529412,0.27450980392156865,0.09803921568627451,2,3
Breakout Kings,2.4,Cruz Control,7.6,88,17,/title/tt2146079/,0.02127659574468085,0.20212765957446807,0,0.010638297872340425,0,0.02127659574468085,0.07446808510638298,0.2553191489361702,0.3404255319148936,0.07446808510638298,2,4
Breakout Kings,2.5,Self Help,7.9,90,18,/title/tt2163215/,0.022727272727272728,0.18181818181818182,0,0.011363636363636364,0,0.011363636363636364,0.11363636363636363,0.3409090909090909,0.26136363636363635,0.056818181818181816,2,5
Breakout Kings,2.6,I Smell Emmy,7.8,94,19,/title/tt2174339/,0.011111111111111112,0.24444444444444444,0,0.011111111111111112,0.011111111111111112,0.022222222222222223,0.06666666666666667,0.25555555555555554,0.28888888888888886,0.08888888888888889,2,6
