series_name,#,Episode,UserRating,UserVotes,series_ep,link,r1,r10,r2,r3,r4,r5,r6,r7,r8,r9,season,season_ep
Awake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Billions,1.1,Pilot,8.2,"1,161",1,/title/tt4608554/,0.02239448751076658,0.2368647717484927,0.002583979328165375,0.0017226528854435831,0.0034453057708871662,0.015503875968992248,0.03875968992248062,0.11369509043927649,0.3040482342807924,0.26098191214470284,1,1
Billions,1.2,Naming Rights,8,755,2,/title/tt4608560/,0.005192107995846314,0.608515057113188,0.0020768431983385254,0.0020768431983385254,0.0020768431983385254,0.006230529595015576,0.010384215991692628,0.028037383177570093,0.08515057113187954,0.2502596053997923,1,2
Billions,1.3,YumTime,7.8,702,3,/title/tt4674946/,0.026490066225165563,0.19337748344370861,0.005298013245033113,0.0013245033112582781,0.005298013245033113,0.007947019867549669,0.04768211920529802,0.16026490066225166,0.3337748344370861,0.2185430463576159,1,3
Billions,1.4,Short Squeeze,8.4,700,4,/title/tt4700648/,0.03133903133903134,0.1794871794871795,0.007122507122507123,0.005698005698005698,0.008547008547008548,0.019943019943019943,0.06125356125356125,0.19658119658119658,0.34615384615384615,0.14387464387464388,1,4
Billions,1.5,The Good Life,8.2,611,5,/title/tt4704400/,0.027142857142857142,0.27,0.002857142857142857,0,0.004285714285714286,0.007142857142857143,0.027142857142857142,0.11428571428571428,0.29,0.2571428571428571,1,5
Billions,1.6,The Deal,8.8,677,6,/title/tt4772192/,0.024509803921568627,0.20588235294117646,0.0016339869281045752,0,0.0016339869281045752,0.014705882352941176,0.03431372549019608,0.12581699346405228,0.36764705882352944,0.2238562091503268,1,6
Billions,1.7,The Punch,8,517,7,/title/tt4776696/,0.014771048744460856,0.3870014771048744,0.0014771048744460858,0.0014771048744460858,0,0.005908419497784343,0.014771048744460856,0.050221565731166914,0.20827178729689808,0.31610044313146235,1,7
Billions,1.8,Boasts and Rails,8.4,495,8,/title/tt4776698/,0.015473887814313346,0.172147001934236,0.0038684719535783366,0.0038684719535783366,0.005802707930367505,0.009671179883945842,0.059961315280464215,0.1644100580270793,0.40618955512572535,0.15860735009671179,1,8
Billions,1.9,Where the F*ck Is Donnie?,8.2,479,9,/title/tt4776710/,0.010101010101010102,0.22424242424242424,0.00404040404040404,0.00202020202020202,0.00202020202020202,0.012121212121212121,0.024242424242424242,0.10303030303030303,0.34949494949494947,0.2686868686868687,1,9
Billions,1.1,Quality of Life,8.8,612,10,/title/tt4790002/,0.0041753653444676405,0.18997912317327767,0.0041753653444676405,0.0041753653444676405,0.006263048016701462,0.008350730688935281,0.04384133611691023,0.13569937369519833,0.3966597077244259,0.20668058455114824,1,10
Billions,1.11,Magical Thinking,8.1,513,11,/title/tt4790766/,0.0065252854812398045,0.3735725938009788,0.0032626427406199023,0.0032626427406199023,0.0032626427406199023,0.0065252854812398045,0.01794453507340946,0.0636215334420881,0.17128874388254486,0.35073409461663946,1,11
Billions,1.12,The Conversation,9.3,962,12,/title/tt4790768/,0.015503875968992248,0.21705426356589147,0.005813953488372093,0.009689922480620155,0.003875968992248062,0.02131782945736434,0.05426356589147287,0.12596899224806202,0.32945736434108525,0.21705426356589147,1,12
Billions,2.1,Risk Management,8.4,387,13,/title/tt5376026/,0.002570694087403599,0.22879177377892032,0.002570694087403599,0.002570694087403599,0.002570694087403599,0.012853470437017995,0.043701799485861184,0.08483290488431877,0.3110539845758355,0.30848329048843187,2,1
Billions,2.2,Dead Cat Bounce,8.2,332,14,/title/tt5691466/,0,0.5628517823639775,0.005628517823639775,0,0,0.001876172607879925,0.009380863039399626,0.02626641651031895,0.0825515947467167,0.31144465290806755,2,2
